time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/n_updates,train/policy_gradient_loss,train/value_loss,rollout/ep_len_mean,train/clip_fraction,train/std,train/learning_rate,rollout/ep_rew_mean,train/clip_range,train/loss,train/explained_variance,train/approx_kl,train/entropy_loss
210,264192,129,1255,640,-0.006558750988915563,0.009004208259284496,300.0,0.09521484375,0.3660464584827423,0.0002,229.93393686000002,0.2,-0.007065219804644585,0.5399025678634644,0.006303654,-25.656228256225585
212,266240,130,1255,645,-0.004117041197605431,0.005974690988659858,300.0,0.112890625,0.3660525679588318,0.0002,229.93393686000002,0.2,-0.007894745096564293,0.5874464511871338,0.013391025,-25.651714706420897
213,268288,131,1255,650,-0.005984150664880871,0.006645810790359974,300.0,0.0740234375,0.3660581111907959,0.0002,229.38096862000003,0.2,-0.009378916583955288,0.5255089402198792,0.009425502,-25.65469331741333
215,270336,132,1255,655,-0.006454176758415997,0.006489554652944207,300.0,0.05732421875,0.3660414516925812,0.0002,230.55483169000001,0.2,-0.007822583429515362,0.5684729814529419,0.0054538767,-25.6535683631897
216,272384,133,1256,660,-0.005419399868696928,0.010177533328533172,300.0,0.06220703125,0.3659563362598419,0.0002,230.09855633000004,0.2,-0.006912609096616507,0.5864133834838867,0.011185636,-25.646907806396484
218,274432,134,1256,665,-0.0027005078038200734,0.010248787514865399,300.0,0.0572265625,0.36594465374946594,0.0002,230.16389826000005,0.2,0.0014415765181183815,0.621901273727417,0.006418105,-25.635172176361085
219,276480,135,1257,670,-0.0019894871744327246,0.009655398689210415,300.0,0.08408203125,0.36596599221229553,0.0002,231.51890592999996,0.2,0.004746424034237862,0.5867798328399658,0.01361596,-25.635925674438475
221,278528,136,1257,675,-0.004861525888554752,0.006989416596479714,300.0,0.06552734375,0.36597514152526855,0.0002,232.38850632,0.2,-0.004107333719730377,0.5501643419265747,0.0101797385,-25.63909969329834
222,280576,137,1258,680,-0.0037793029099702836,0.004540215386077762,300.0,0.10732421875,0.3659607470035553,0.0002,232.38850632,0.2,-0.002267167204990983,0.52373206615448,0.012883245,-25.63908967971802
224,282624,138,1259,685,0.001405150769278407,0.005269872373901308,300.0,0.116796875,0.3659299910068512,0.0002,231.27347367000004,0.2,-0.005575346294790506,0.5229940414428711,0.0041402085,-25.634010982513427
225,284672,139,1259,690,-0.00522931523155421,0.005574335134588182,300.0,0.10791015625,0.36584755778312683,0.0002,230.60874871999997,0.2,-0.006412562448531389,0.6175609827041626,0.009149331,-25.625172519683836
227,286720,140,1262,694,0.0006708047585561872,0.005480817024363205,300.0,0.138916015625,0.3658062815666199,0.0002,231.09663733999997,0.2,0.004493734799325466,0.599479615688324,0.019404123,-25.61279308795929
228,288768,141,1262,699,-0.005953050404787064,0.0063394893193617465,300.0,0.1119140625,0.3657171130180359,0.0002,231.94415195,0.2,-0.01634690910577774,0.5986937284469604,0.0072658295,-25.603891563415527
230,290816,142,1262,704,-0.004427596856839955,0.0075286794919520615,300.0,0.08427734375,0.3656723201274872,0.0002,233.18449628,0.2,-0.006718682590872049,0.6574958562850952,0.0057720207,-25.58977928161621
231,292864,143,1263,709,-0.006321917311288417,0.005393722443841398,300.0,0.075390625,0.36569520831108093,0.0002,234.81596270999998,0.2,-0.0033964728936553,0.6017192006111145,0.006621755,-25.58839921951294
233,294912,144,1263,714,-0.0037357848370447753,0.006199679849669337,300.0,0.0986328125,0.3656543791294098,0.0002,234.81596270999998,0.2,0.0057840971276164055,0.5875861644744873,0.00998209,-25.58878812789917
234,296960,145,1264,719,-0.006836019828915596,0.005772083578631282,300.0,0.076171875,0.36560457944869995,0.0002,235.13112279999999,0.2,-0.013493027538061142,0.2775357961654663,0.0057639894,-25.57929105758667
236,299008,146,1264,724,-0.001300088013522327,0.007433904288336635,300.0,0.136328125,0.3656006455421448,0.0002,234.59239947000003,0.2,0.001187523128464818,0.6008239984512329,0.011560185,-25.574159717559816
238,301056,147,1264,729,-0.004011026304215193,0.007379398564808071,300.0,0.0736328125,0.3655585050582886,0.0002,235.17385464999995,0.2,-0.0022481989581137896,0.5420718193054199,0.007649263,-25.571782779693603
239,303104,148,1265,734,-0.005361661128699779,0.005596530577167869,300.0,0.0744140625,0.365559846162796,0.0002,235.10018735000003,0.2,0.0014797705225646496,0.6066384315490723,0.009535578,-25.566527080535888
241,305152,149,1265,739,-0.0058559822151437405,0.005710541107691825,300.0,0.0541015625,0.3654831051826477,0.0002,234.67686009000002,0.2,-0.019295882433652878,0.6148911714553833,0.008135175,-25.561950874328613
242,307200,150,1265,744,-0.005781727423891425,0.007868156302720308,300.0,0.0779296875,0.36539897322654724,0.0002,234.34070420999996,0.2,-0.01832478679716587,0.6144400238990784,0.008518836,-25.546508026123046
244,309248,151,1266,749,-0.006133824912831187,0.0061157680815085765,300.0,0.0771484375,0.3653368651866913,0.0002,234.34070420999996,0.2,-0.01593266800045967,0.432613730430603,0.0084980745,-25.535202312469483
245,311296,152,1266,754,-0.0038273763377219437,0.005011617974378169,300.0,0.05986328125,0.36525386571884155,0.0002,235.04534637999998,0.2,-0.00827658548951149,0.5319905877113342,0.006737716,-25.522622108459473
247,313344,153,1267,759,0.001171627943404019,0.006201309128664434,300.0,0.13583984375,0.3651871383190155,0.0002,235.34455341,0.2,-0.0026197500992566347,0.542757511138916,0.0125322975,-25.509720706939696
248,315392,154,1267,764,-0.0006570223486050963,0.006677914084866643,300.0,0.160546875,0.36508190631866455,0.0002,236.15893965000004,0.2,-0.0035740132443606853,0.5895569324493408,0.013029826,-25.49529809951782
250,317440,155,1268,769,-0.004801268549636006,0.006000747345387936,300.0,0.10224609375,0.36510685086250305,0.0002,235.25031509999997,0.2,-0.00017026113346219063,0.6066937446594238,0.009875383,-25.485967254638673
251,319488,156,1269,774,-0.0019233684055507184,0.005181810935027897,300.0,0.11025390625,0.3651250898838043,0.0002,235.68242669999995,0.2,0.0008633551187813282,0.6002617478370667,0.009768847,-25.4919864654541
253,321536,157,1269,779,-0.0036299005849286916,0.005675581423565746,300.0,0.0513671875,0.36510372161865234,0.0002,235.68242669999995,0.2,-0.006382456514984369,0.4778901934623718,0.0060514105,-25.490847206115724
253,323584,158,1274,781,0.004264402336307934,0.006768659488963229,300.0,0.11551339285714286,0.36509063839912415,0.0002,235.7852067,0.2,0.02558223530650139,0.5810038447380066,0.02476184,-25.488063267299108
255,325632,159,1274,786,-0.005558214499615133,0.00765007792506367,300.0,0.07724609375,0.36504387855529785,0.0002,235.27998914999998,0.2,-0.013361477293074131,0.5768774747848511,0.006564472,-25.483557510375977
257,327680,160,1274,791,-0.0038719975855201483,0.008327976055443286,300.0,0.0751953125,0.3650933504104614,0.0002,235.18747839000002,0.2,-0.0014022523537278175,0.5143014788627625,0.008644928,-25.480941009521484
258,329728,161,1274,796,-0.004893400310538709,0.006954318005591631,300.0,0.0646484375,0.36507055163383484,0.0002,233.65010558000003,0.2,-0.010292443446815014,0.5851747989654541,0.006967078,-25.487300395965576
260,331776,162,1275,801,-0.004941718024201691,0.007318248599767685,300.0,0.08427734375,0.3649883270263672,0.0002,234.90544177,0.2,0.0014742291532456875,0.6061772108078003,0.008308912,-25.476295280456544
261,333824,163,1274,806,-0.003733209287747741,0.005644468986429274,300.0,0.07734375,0.3649307191371918,0.0002,235.88323855999997,0.2,0.003157549537718296,0.5465602874755859,0.00856214,-25.46430597305298
263,335872,164,1274,811,-0.005234500532969833,0.004747307393699884,300.0,0.06171875,0.36494866013526917,0.0002,235.88323855999997,0.2,-0.01018018089234829,0.5938160419464111,0.008010794,-25.460102367401124
265,337920,165,1275,816,-0.0035278360825031995,0.006018378771841526,300.0,0.087109375,0.3649083077907562,0.0002,235.76443213000002,0.2,-0.012647478841245174,0.4340605139732361,0.005592897,-25.46075611114502
266,339968,166,1275,821,-0.005316706141456962,0.009890191070735455,300.0,0.07314453125,0.3648286759853363,0.0002,235.48963521000002,0.2,-0.011799406260251999,0.5537233352661133,0.0084408615,-25.449002170562743
267,342016,167,1276,826,-0.006107156164944172,0.00882142330519855,300.0,0.086328125,0.364815890789032,0.0002,235.80998467,0.2,-0.010486424900591373,0.5925766229629517,0.005965353,-25.439908981323242
269,344064,168,1276,831,-0.003618703759275377,0.006507089594379067,300.0,0.10263671875,0.36488187313079834,0.0002,235.46051855,0.2,0.005029057618230581,0.5568336248397827,0.013989749,-25.44333972930908
270,346112,169,1277,836,-0.0056953334948048,0.006653883447870612,300.0,0.0724609375,0.36495086550712585,0.0002,236.34084868000002,0.2,-0.009425386786460876,0.5870907306671143,0.006546554,-25.456042098999024
272,348160,170,1278,841,-0.006539763021282852,0.006797300744801759,300.0,0.0701171875,0.364983469247818,0.0002,235.61479029000003,0.2,-0.007527703419327736,0.5849407911300659,0.008533545,-25.464378547668456
273,350208,171,1278,846,-0.0028757886495441197,0.007008093409240246,300.0,0.11396484375,0.36504191160202026,0.0002,235.61479029000003,0.2,-0.004839745350182056,0.45548945665359497,0.007313639,-25.470965480804445
275,352256,172,1279,851,-0.005709669855423272,0.006876707077026367,300.0,0.13564453125,0.36503180861473083,0.0002,234.97970152999997,0.2,-0.006423044018447399,0.6111029386520386,0.017069846,-25.475605487823486
275,354304,173,1284,852,0.00959463999606669,0.005250802612863481,300.0,0.220703125,0.3650241792201996,0.0002,236.05432100000002,0.2,0.017070401459932327,0.6326601505279541,0.01570687,-25.473206996917725
277,356352,174,1284,857,-0.008716223516967148,0.004399654502049088,300.0,0.06171875,0.364986777305603,0.0002,236.78337183000002,0.2,-0.01585312932729721,0.5981108546257019,0.0083025675,-25.46974458694458
278,358400,175,1285,862,-0.003149127401411533,0.0060905393213033674,300.0,0.08505859375,0.36497628688812256,0.0002,237.15139703,0.2,-0.007885638624429703,0.6089611053466797,0.006055667,-25.465861511230468
280,360448,176,1285,867,-0.002373970835469663,0.00735960325691849,300.0,0.123828125,0.3649689555168152,0.0002,238.53534250999996,0.2,-0.001455005258321762,0.6176789402961731,0.011017936,-25.463691425323486
281,362496,177,1286,872,-0.005768800724763423,0.0049552374053746465,300.0,0.084765625,0.3649339973926544,0.0002,237.66753824,0.2,-0.017202474176883698,0.5548780560493469,0.006073792,-25.461005401611327
283,364544,178,1286,877,-0.005640393728390336,0.00553107182495296,300.0,0.05185546875,0.36494359374046326,0.0002,237.66753824,0.2,-0.0006376341916620731,0.6688061356544495,0.0077511384,-25.45668830871582
284,366592,179,1287,882,-6.103238556534052e-05,0.006491533014923334,300.0,0.14208984375,0.3649091422557831,0.0002,238.48727087999998,0.2,-0.002044334542006254,0.5247320532798767,0.012446028,-25.45672721862793
286,368640,180,1287,887,-0.0019068121211603284,0.00846146852709353,300.0,0.066015625,0.3648932874202728,0.0002,237.67996207,0.2,-0.00376225751824677,0.6608107089996338,0.0076209176,-25.449866008758544
287,370688,181,1288,892,-0.005333158350549638,0.009930638805963099,300.0,0.1166015625,0.3649204969406128,0.0002,237.23422643,0.2,-0.0055032954551279545,0.6336778402328491,0.008979499,-25.453357791900636
289,372736,182,1288,897,-0.006762050651013851,0.008807463734410704,300.0,0.08544921875,0.3650054335594177,0.0002,236.44998888,0.2,-0.0053573716431856155,0.6397157907485962,0.009893727,-25.460247898101805
290,374784,183,1289,902,-0.006451642164029181,0.007533398293890059,300.0,0.08623046875,0.3649592995643616,0.0002,235.69711779000002,0.2,-0.011827603913843632,0.641945481300354,0.0069305925,-25.46880521774292
292,376832,184,1289,907,-0.003246681485325098,0.00586229816544801,300.0,0.13154296875,0.3649405539035797,0.0002,234.39124324999997,0.2,0.003577861934900284,0.500861644744873,0.009072138,-25.458313083648683
293,378880,185,1290,912,-0.005352621432393789,0.005377551820129156,300.0,0.073046875,0.36485567688941956,0.0002,234.39124324999997,0.2,-0.00955337192863226,0.3146388530731201,0.005845896,-25.45296335220337
295,380928,186,1290,917,-0.006888862070627511,0.005478178686462343,300.0,0.0712890625,0.3647373914718628,0.0002,234.49027840000002,0.2,-0.014270237646996975,0.437951922416687,0.0069898264,-25.434097957611083
296,382976,187,1291,922,-0.004572518588975072,0.005972394370473921,300.0,0.0736328125,0.36465680599212646,0.0002,235.36959057999997,0.2,-0.006423828657716513,0.5196409225463867,0.0077196145,-25.416191005706786
298,385024,188,1291,927,-0.003974833292886615,0.005710809980519116,300.0,0.0927734375,0.3646283447742462,0.0002,235.87872877,0.2,-0.0038007418625056744,0.5781158208847046,0.013749993,-25.40518913269043
299,387072,189,1292,932,-0.004795193392783404,0.006483346666209399,300.0,0.13642578125,0.36464330554008484,0.0002,234.76783669,0.2,-0.00011530355550348759,0.6098566651344299,0.011286917,-25.40583953857422
301,389120,190,1292,937,-0.008273313473910093,0.005822723871096969,300.0,0.08681640625,0.3645966649055481,0.0002,234.77073664999998,0.2,-0.013359473086893559,0.5075187683105469,0.012885266,-25.403796005249024
302,391168,191,1293,942,-0.0030421599512919784,0.006014082883484662,300.0,0.10361328125,0.36456915736198425,0.0002,234.77073664999998,0.2,-0.00804195087403059,0.4718706011772156,0.0087487865,-25.396026515960692
303,393216,192,1293,947,-0.006991735403425991,0.004387611371930689,300.0,0.07060546875,0.3645714819431305,0.0002,233.82122222000007,0.2,-0.005519325844943523,0.5521245002746582,0.008882662,-25.39334316253662
305,395264,193,1293,952,-0.006946937635075301,0.004967034724541008,300.0,0.0857421875,0.36457744240760803,0.0002,233.4534893,0.2,-0.010272535495460033,0.5389121770858765,0.008474164,-25.394345188140868
306,397312,194,1294,957,-0.004390210879500955,0.005435827327892185,300.0,0.06240234375,0.36461371183395386,0.0002,233.04926454999998,0.2,-0.002765059471130371,0.6002286672592163,0.008559199,-25.397795486450196
308,399360,195,1294,962,-0.0057750230887904765,0.00652676394674927,300.0,0.0720703125,0.36464375257492065,0.0002,234.04235232,0.2,-0.008504381403326988,0.5962865352630615,0.0063297665,-25.40219669342041
309,401408,196,1294,967,-0.009364740189630539,0.006416114931926131,300.0,0.1056640625,0.3646330237388611,0.0002,234.29443150999998,0.2,-0.006478633265942335,0.5731918811798096,0.010614881,-25.406071949005128
