time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/policy_gradient_loss,rollout/ep_rew_mean,train/value_loss,train/clip_range,train/approx_kl,train/std,train/learning_rate,train/entropy_loss,train/n_updates,rollout/ep_len_mean,train/loss,train/explained_variance,train/clip_fraction
169984,3857,83,44,0.07275040447711945,230.99139691,0.02876068279147148,0.2,0.11138219,0.36786091327667236,0.0002,-25.970973014831543,82,300.0,0.15850615501403809,-0.3061283826828003,0.328125
172032,3860,84,44,0.01578736607916653,229.28393903999998,0.03240108676254749,0.2,0.02246973,0.3678618371486664,0.0002,-25.971046447753906,83,300.0,0.04586492478847504,0.006370902061462402,0.203125
174080,3859,85,45,0.012621761066839099,229.50176202999998,0.0262712137773633,0.2,0.016258966,0.3678615987300873,0.0002,-25.971096992492676,84,300.0,0.03751246631145477,0.3354567885398865,0.1865234375
176128,3858,86,45,0.06034297379665077,228.09225837999995,0.031524863094091415,0.2,0.08586885,0.367861807346344,0.0002,-25.971086502075195,85,300.0,0.1342564970254898,0.06671595573425293,0.236328125
178176,3858,87,46,0.190620806068182,228.75651399000003,0.026441585272550583,0.2,0.3089822,0.3678610324859619,0.0002,-25.971038818359375,86,300.0,0.393287718296051,0.2508547306060791,0.4228515625
180224,3857,88,46,0.06406347267329693,228.32944569999995,0.019452715758234262,0.2,0.12951115,0.36785998940467834,0.0002,-25.97088623046875,87,300.0,0.13563358783721924,0.30098503828048706,0.365234375
182272,3854,89,47,0.03708561323583126,228.32944569999995,0.0194771746173501,0.2,0.055305667,0.36786043643951416,0.0002,-25.970827102661133,88,300.0,0.0822468101978302,0.04050940275192261,0.3056640625
184320,3852,90,47,0.13962199073284864,228.26758578000002,0.01870393566787243,0.2,0.27428925,0.3678596317768097,0.0002,-25.970796585083008,89,300.0,0.28836169838905334,0.005961000919342041,0.4306640625
186368,3852,91,48,0.05484963674098253,227.69766514999995,0.01491035521030426,0.2,0.22415465,0.3678605556488037,0.0002,-25.970810890197754,90,300.0,0.11679713428020477,0.37582486867904663,0.3994140625
188416,3847,92,48,0.15154423844069242,228.35469880000005,0.015359380282461643,0.2,0.47011936,0.3678605854511261,0.0002,-25.970887184143066,91,300.0,0.31025856733322144,0.2212926745414734,0.4423828125
190464,3844,93,49,0.11503434088081121,228.79970638000006,0.0184078486636281,0.2,0.23726287,0.3678611218929291,0.0002,-25.97093391418457,92,300.0,0.23805667459964752,0.26087290048599243,0.375
192512,3845,94,50,0.07147891400381923,228.11494734999994,0.020475272089242935,0.2,0.11802227,0.36785995960235596,0.0002,-25.97088623046875,93,300.0,0.15229099988937378,0.3635026216506958,0.2919921875
194560,3843,95,50,0.06584640964865685,229.61458874,0.01893379259854555,0.2,0.1252874,0.3678607940673828,0.0002,-25.970855712890625,94,300.0,0.1401556432247162,0.2667734622955322,0.345703125
196608,3840,96,51,0.07674238737672567,229.61458874,0.028449377045035362,0.2,0.18060727,0.36786189675331116,0.0002,-25.971010208129883,95,300.0,0.16726788878440857,0.4496158957481384,0.318359375
198656,3841,97,51,0.07787228655070066,228.45866795999999,0.028619416058063507,0.2,0.21068078,0.36786115169525146,0.0002,-25.971040725708008,96,300.0,0.17037782073020935,0.34531956911087036,0.3544921875
200704,3838,98,52,0.17414236441254616,229.90244887,0.0235245693475008,0.2,0.39199346,0.3678606152534485,0.0002,-25.970932960510254,97,300.0,0.35974380373954773,0.19594049453735352,0.3408203125
202752,3835,99,52,0.10608728881925344,230.06600590000005,0.021525027230381966,0.2,0.24477881,0.36785954236984253,0.0002,-25.97079372406006,98,300.0,0.2224884182214737,-0.10850656032562256,0.3212890625
204800,3835,100,53,0.11238181591033936,230.5054323,0.029977034777402878,0.2,0.26565874,0.3678591251373291,0.0002,-25.970667839050293,99,300.0,0.23904095590114594,0.24696260690689087,0.3427734375
206848,3834,101,53,0.0775653887540102,230.87605136000002,0.03160061314702034,0.2,0.26313704,0.3678590953350067,0.0002,-25.970626831054688,100,300.0,0.17057190835475922,0.3444388508796692,0.2822265625
208896,3832,102,54,0.15974597912281752,229.66318095000003,0.032386286184191704,0.2,0.46553165,0.3678578734397888,0.0002,-25.97051429748535,101,300.0,0.33496391773223877,0.04618525505065918,0.3916015625
210944,3831,103,55,0.04640529723837972,229.66318095000003,0.0323038324713707,0.2,0.17542201,0.3678564429283142,0.0002,-25.970287322998047,102,300.0,0.10861183702945709,0.313395619392395,0.2880859375
212992,3832,104,55,0.054661039263010025,230.43364958,0.025485340505838394,0.2,0.111007616,0.36785581707954407,0.0002,-25.970112800598145,103,300.0,0.12175683677196503,0.06885439157485962,0.30078125
215040,3831,105,56,0.05744635872542858,229.46683849000001,0.02295217290520668,0.2,0.09769572,0.36785513162612915,0.0002,-25.970001220703125,104,300.0,0.12552490830421448,0.1753963828086853,0.2490234375
217088,3829,106,56,0.04239073349162936,229.49776608,0.025450301356613636,0.2,0.039276402,0.36785435676574707,0.0002,-25.969879150390625,105,300.0,0.09681157022714615,0.0384293794631958,0.2919921875
219136,3832,107,57,0.09162884182296693,229.9515155,0.02921565156430006,0.2,0.12779571,0.3678532838821411,0.0002,-25.969724655151367,106,300.0,0.19748757779598236,0.015110552310943604,0.365234375
221184,3831,108,57,0.010083757806569338,230.12433488000002,0.02396155707538128,0.2,0.015168874,0.36785274744033813,0.0002,-25.969584465026855,107,300.0,0.032129473984241486,-0.09363842010498047,0.1748046875
223232,3829,109,58,0.039564347825944424,231.37073002,0.021999113261699677,0.2,0.08962993,0.3678516149520874,0.0002,-25.969436645507812,108,300.0,0.0883365198969841,-0.004889965057373047,0.361328125
225280,3831,110,58,0.060136886313557625,231.37073002,0.025784403085708618,0.2,0.20036286,0.36785057187080383,0.0002,-25.96925640106201,109,300.0,0.13214467465877533,-0.007010459899902344,0.40234375
227328,3832,111,59,0.02301899390295148,230.78266648000002,0.02261259313672781,0.2,0.029754654,0.3678492605686188,0.0002,-25.96905517578125,110,300.0,0.056539203971624374,0.114798903465271,0.255859375
229376,3831,112,59,0.034154615830630064,231.61460537000002,0.022746698930859566,0.2,0.03237135,0.3678463399410248,0.0002,-25.968690872192383,111,300.0,0.07952471077442169,-0.15655136108398438,0.20703125
231424,3831,113,60,0.03692018333822489,231.74878137999997,0.018283852841705084,0.2,0.043857925,0.3678424656391144,0.0002,-25.968124389648438,112,300.0,0.0815737396478653,-0.04086601734161377,0.2763671875
233472,3833,114,60,0.025372294709086418,231.88396169,0.018552693538367748,0.2,0.016957652,0.3678380846977234,0.0002,-25.967432975769043,113,300.0,0.05875803902745247,0.037450551986694336,0.1845703125
235520,3832,115,61,0.03414661157876253,231.42800743999996,0.016169024631381035,0.2,0.048331548,0.36783283948898315,0.0002,-25.96661949157715,114,300.0,0.07552759349346161,-0.23154056072235107,0.2568359375
237568,3831,116,62,0.017786740558221936,231.42800743999996,0.01908775232732296,0.2,0.020745324,0.36782824993133545,0.0002,-25.965787887573242,115,300.0,0.04462035372853279,-0.34722697734832764,0.2529296875
239616,3833,117,62,0.04576907155569643,232.94429164000002,0.01756669022142887,0.2,0.08536239,0.3678251802921295,0.0002,-25.96513843536377,116,300.0,0.0987272635102272,-0.057500481605529785,0.3203125
241664,3831,118,63,0.01826393837109208,233.71537039000003,0.018600694835186005,0.2,0.029532196,0.36782246828079224,0.0002,-25.96465015411377,117,300.0,0.04465785250067711,0.11816269159317017,0.2197265625
243712,3830,119,63,0.07069234736263752,233.66469447000003,0.02268144767731428,0.2,0.16127264,0.36781957745552063,0.0002,-25.964177131652832,118,300.0,0.15129780769348145,0.10985171794891357,0.337890625
245760,3832,120,64,0.10784199833869934,233.01586297999998,0.025843276642262936,0.2,0.3416946,0.3678160607814789,0.0002,-25.963638305664062,119,300.0,0.22871436178684235,-0.15417301654815674,0.427734375
247808,3832,121,64,0.19068462261930108,232.55588977,0.024359295144677162,0.2,0.5860496,0.3678133487701416,0.0002,-25.963117599487305,120,300.0,0.3939397633075714,-0.14062738418579102,0.4541015625
249856,3831,122,65,0.1312912292778492,232.52797450000006,0.025348962284624577,0.2,0.51824325,0.36781054735183716,0.0002,-25.96264934539795,121,300.0,0.2740667164325714,0.005235850811004639,0.4140625
251904,3832,123,65,0.07418901124037802,232.52797450000006,0.028848587535321712,0.2,0.13687478,0.36780622601509094,0.0002,-25.962045669555664,122,300.0,0.16255566477775574,0.04450315237045288,0.328125
253952,3833,124,66,0.14881843142211437,232.51042029,0.030988845974206924,0.2,0.34148648,0.36780279874801636,0.0002,-25.961397171020508,123,300.0,0.3121896982192993,-0.2351992130279541,0.3955078125
256000,3830,125,66,0.12775061652064323,232.65469711999998,0.03531922399997711,0.2,0.22256705,0.36779993772506714,0.0002,-25.960871696472168,124,300.0,0.2728894352912903,-0.017921090126037598,0.4248046875
258048,3830,126,67,0.07645333185791969,232.63506383,0.029098207131028175,0.2,0.14756282,0.3677968680858612,0.0002,-25.960371017456055,125,300.0,0.16543437540531158,0.2579006552696228,0.3681640625
260096,3832,127,67,0.08998291753232479,231.18427795000002,0.028750816360116005,0.2,0.20323688,0.3677956461906433,0.0002,-25.96000576019287,126,300.0,0.19343774020671844,0.2875508666038513,0.337890625
262144,3831,128,68,0.060504667926579714,230.26205316999997,0.031281331554055214,0.2,0.1047204,0.3677934408187866,0.0002,-25.959716796875,127,300.0,0.13568687438964844,0.2808660864830017,0.31640625
264192,3830,129,68,0.14297114487271756,230.08335065,0.02680134680122137,0.2,0.38346785,0.3677912652492523,0.0002,-25.959351539611816,128,300.0,0.2985769510269165,0.32375437021255493,0.439453125
266240,3831,130,69,0.04561092332005501,230.08335065,0.02710622362792492,0.2,0.09538661,0.3677918612957001,0.0002,-25.95921516418457,129,300.0,0.10319273918867111,0.17016565799713135,0.296875
268288,3830,131,70,0.13184705656021833,229.73288437999997,0.02458197809755802,0.2,0.20882517,0.3677922189235687,0.0002,-25.959291458129883,130,300.0,0.27488115429878235,0.12037038803100586,0.39453125
270336,3828,132,70,0.159776471555233,230.67870969,0.024499205872416496,0.2,0.42871183,0.3677913546562195,0.0002,-25.959256172180176,131,300.0,0.3299085795879364,0.2938426733016968,0.4365234375
272384,3829,133,71,0.11930356826633215,230.30871256999995,0.020736007019877434,0.2,0.6655796,0.3677905201911926,0.0002,-25.95911693572998,132,300.0,0.24896712601184845,0.4986928701400757,0.4453125
274432,3829,134,71,0.15710888989269733,230.57318345000004,0.021712309680879116,0.2,0.3085608,0.36778971552848816,0.0002,-25.958977699279785,133,300.0,0.324158638715744,0.4912738800048828,0.4267578125
276480,3828,135,72,0.12584427371621132,232.00088198,0.029245463199913502,0.2,0.50441617,0.36779046058654785,0.0002,-25.958974838256836,134,300.0,0.2663460671901703,0.3319969177246094,0.45703125
