time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/policy_gradient_loss,train/value_loss,rollout/ep_len_mean,train/std,train/entropy_loss,rollout/ep_rew_mean,train/approx_kl,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/clip_fraction,train/learning_rate
138,73,282624,3830,0.19906252715736628,0.025587606243789196,300.0,0.36780303716659546,-25.961179733276367,233.05090107999996,1.631686,0.41058528423309326,-0.062209367752075195,0.2,137,0.4912109375,0.0002
139,74,284672,3830,0.14926495868712664,0.041618168354034424,300.0,0.3678026497364044,-25.96111011505127,232.42267054000004,1.9571716,0.3189966678619385,0.3207024335861206,0.2,138,0.494140625,0.0002
140,74,286720,3832,0.2120960014872253,0.03818427212536335,300.0,0.36780184507369995,-25.961005210876465,232.96559448000005,0.8820652,0.4425458014011383,0.04415410757064819,0.2,139,0.4765625,0.0002
141,75,288768,3831,0.09355364367365837,0.037503574043512344,300.0,0.3678002655506134,-25.96080493927002,233.83431013999999,0.34758314,0.2057030200958252,0.2983049154281616,0.2,140,0.42578125,0.0002
142,75,290816,3830,0.1075124740600586,0.04666215181350708,300.0,0.3677974343299866,-25.960433959960938,235.29561127,0.20538281,0.23572655022144318,0.40982359647750854,0.2,141,0.3857421875,0.0002
143,76,292864,3830,0.1305827829055488,0.03951255977153778,300.0,0.36779502034187317,-25.959988594055176,237.07856108000004,0.3953059,0.2791402339935303,0.1093297004699707,0.2,142,0.4423828125,0.0002
144,77,294912,3827,0.16372264036908746,0.049178093671798706,300.0,0.3677939176559448,-25.959691047668457,237.07856108000004,0.5611804,0.35112208127975464,0.18715626001358032,0.2,143,0.4521484375,0.0002
145,77,296960,3824,0.0875021442770958,0.04034372791647911,300.0,0.36779332160949707,-25.959553718566895,237.48478542,0.17525908,0.1931983232498169,-0.1334836483001709,0.2,144,0.38671875,0.0002
146,78,299008,3823,0.053650802467018366,0.04317036643624306,300.0,0.3677942454814911,-25.95958137512207,237.12447185000002,0.081707045,0.12709107995033264,0.2566753029823303,0.2,145,0.3671875,0.0002
147,78,301056,3823,0.054218973964452744,0.0353148877620697,300.0,0.36779484152793884,-25.95970630645752,237.86512576,0.051878985,0.12513437867164612,0.09574294090270996,0.2,146,0.31640625,0.0002
148,79,303104,3820,0.09238731116056442,0.043215155601501465,300.0,0.36779436469078064,-25.95971965789795,237.72697707,0.15539454,0.20398332178592682,0.16470927000045776,0.2,147,0.3818359375,0.0002
149,79,305152,3818,0.06171104218810797,0.03307357616722584,300.0,0.36779487133026123,-25.95972728729248,237.10100474000004,0.15261604,0.1366482377052307,0.2608494162559509,0.2,148,0.3720703125,0.0002
150,80,307200,3818,0.0535569628700614,0.029257635585963726,300.0,0.36779430508613586,-25.95972442626953,236.90400418,0.070335835,0.12108798325061798,0.007759749889373779,0.2,149,0.2900390625,0.0002
151,81,309248,3817,0.09776559984311461,0.027207176201045513,300.0,0.36779311299324036,-25.959571838378906,236.90400418,0.17148861,0.20854097604751587,-0.08049333095550537,0.2,150,0.361328125,0.0002
152,81,311296,3815,0.156288156285882,0.038609638810157776,300.0,0.3677928149700165,-25.959439277648926,237.59344921000005,0.3565312,0.33061841130256653,0.023747265338897705,0.2,151,0.42578125,0.0002
153,82,313344,3816,0.14936357270926237,0.027450897730886936,300.0,0.36779311299324036,-25.95944309234619,237.93483629000002,0.25791556,0.31106406450271606,0.1311243772506714,0.2,152,0.4228515625,0.0002
154,82,315392,3815,0.048000902868807316,0.020111342892050743,300.0,0.36779341101646423,-25.95949935913086,238.70538948,0.078772485,0.10472923517227173,0.351837158203125,0.2,153,0.357421875,0.0002
155,83,317440,3813,0.12029590271413326,0.02960200235247612,300.0,0.36779358983039856,-25.959535598754883,237.74510227000002,0.17752254,0.25354525446891785,0.2634194493293762,0.2,154,0.4208984375,0.0002
156,83,319488,3813,0.1427518418058753,0.021171842701733112,300.0,0.3677922189235687,-25.959431648254395,238.1289621,0.35350248,0.2950906455516815,0.21171420812606812,0.2,155,0.435546875,0.0002
157,84,321536,3814,0.1648368842434138,0.020041881129145622,300.0,0.36779171228408813,-25.95927333831787,238.1289621,0.96954155,0.339111864566803,0.23844867944717407,0.2,156,0.45703125,0.0002
158,84,323584,3814,0.1090333154425025,0.028150283731520176,300.0,0.3677910268306732,-25.959171295166016,238.24235055999998,0.23238876,0.23143507540225983,-0.08112955093383789,0.2,157,0.4189453125,0.0002
159,85,325632,3814,0.03996335715055466,0.029232526198029518,300.0,0.36779019236564636,-25.9590482711792,237.52155034999996,0.04869328,0.09332454204559326,0.05820727348327637,0.2,158,0.265625,0.0002
160,85,327680,3815,0.07076644152402878,0.023060062900185585,300.0,0.3677893877029419,-25.958910942077637,237.47493001999996,0.11986917,0.1527080237865448,-0.0631566047668457,0.2,159,0.3583984375,0.0002
161,86,329728,3814,0.10848911921493709,0.02501339465379715,300.0,0.3677889406681061,-25.9588041305542,235.86953414999996,0.2435121,0.22928334772586823,0.23320865631103516,0.2,160,0.41015625,0.0002
162,87,331776,3809,0.05253181327134371,0.03279877547174692,300.0,0.36778944730758667,-25.95881175994873,236.93255669000007,0.05786272,0.12043744325637817,0.25133633613586426,0.2,161,0.298828125,0.0002
163,87,333824,3808,0.1003837005700916,0.02762954868376255,300.0,0.36779022216796875,-25.958918571472168,237.95688961999997,0.2664489,0.21478690207004547,0.22391188144683838,0.2,162,0.42578125,0.0002
164,88,335872,3808,0.17736149579286575,0.02852796297520399,300.0,0.3677910268306732,-25.9590482711792,237.95688961999997,0.6625771,0.36758750677108765,0.020050525665283203,0.2,163,0.451171875,0.0002
165,88,337920,3806,0.13238411396741867,0.040284931659698486,300.0,0.3677923083305359,-25.95922088623047,237.79808099000002,0.38308692,0.282260924577713,-0.09392046928405762,0.2,164,0.435546875,0.0002
166,89,339968,3807,0.07759682461619377,0.04021019861102104,300.0,0.36779484152793884,-25.95954132080078,237.37709939000004,0.21651118,0.1737401932477951,-0.16554975509643555,0.2,165,0.333984375,0.0002
167,89,342016,3806,0.03753704950213432,0.03333880193531513,300.0,0.3677974343299866,-25.959976196289062,237.48477477999998,0.044443995,0.08931080251932144,0.20283836126327515,0.2,166,0.2470703125,0.0002
168,90,344064,3805,0.036522925831377506,0.03290258347988129,300.0,0.36780017614364624,-25.960429191589355,237.11051971999993,0.052042536,0.08863309025764465,0.1775277853012085,0.2,167,0.294921875,0.0002
169,90,346112,3806,0.099726228043437,0.0281993318349123,300.0,0.3678034245967865,-25.960932731628418,237.86151939999993,0.1799527,0.21150586009025574,0.26767468452453613,0.2,168,0.3955078125,0.0002
170,91,348160,3808,0.03284485638141632,0.028238887898623943,300.0,0.36780527234077454,-25.961359977722168,237.0852956,0.028813403,0.07784785330295563,0.15378600358963013,0.2,169,0.2138671875,0.0002
171,91,350208,3808,0.047834381461143494,0.03524327836930752,300.0,0.367807537317276,-25.961703300476074,237.0852956,0.12644833,0.1119142547249794,-0.0005102157592773438,0.2,170,0.3564453125,0.0002
172,92,352256,3808,0.0865134452469647,0.03008459508419037,300.0,0.3678118884563446,-25.962257385253906,236.46863780999996,0.20120642,0.18724974989891052,0.04971027374267578,0.2,171,0.3798828125,0.0002
173,92,354304,3810,0.016423420049250126,0.028078229166567326,300.0,0.3678168058395386,-25.963035583496094,237.53187242000004,0.017693669,0.044909555464982986,-0.043674468994140625,0.2,172,0.1728515625,0.0002
174,93,356352,3810,0.03879094123840332,0.02362039592117071,300.0,0.3678207993507385,-25.963790893554688,238.32004094999996,0.042589743,0.08747036755084991,0.0924980640411377,0.2,173,0.2421875,0.0002
175,94,358400,3810,0.12252961471676826,0.02946634031832218,300.0,0.3678246736526489,-25.964458465576172,238.77858141000002,0.20238471,0.2586810290813446,0.005411207675933838,0.2,174,0.3671875,0.0002
176,94,360448,3812,0.12523604417219758,0.023079597391188145,300.0,0.3678281307220459,-25.965072631835938,239.93698622,0.2431172,0.26083704829216003,0.24011558294296265,0.2,175,0.40234375,0.0002
177,95,362496,3812,0.10247895680367947,0.018889788538217545,300.0,0.3678313195705414,-25.965633392333984,238.97252731000003,0.26089633,0.21300938725471497,0.14115417003631592,0.2,176,0.4150390625,0.0002
178,95,364544,3812,0.16710233921185136,0.019830018281936646,300.0,0.36783459782600403,-25.966171264648438,238.97252731000003,0.47246963,0.3436529040336609,0.15634584426879883,0.2,177,0.4345703125,0.0002
179,96,366592,3812,0.0995353632606566,0.01785275526344776,300.0,0.36783790588378906,-25.96672534942627,239.84559225,0.23351195,0.20697137713432312,0.18591982126235962,0.2,178,0.40234375,0.0002
180,96,368640,3813,0.11184152867645025,0.028644570149481297,300.0,0.36784011125564575,-25.967195510864258,238.96279762999998,0.37951568,0.23820838332176208,0.07171088457107544,0.2,179,0.4423828125,0.0002
181,97,370688,3812,0.06152072222903371,0.02198212593793869,300.0,0.3678414523601532,-25.967485427856445,238.58473163,0.11435129,0.13315649330615997,0.16916215419769287,0.2,180,0.3662109375,0.0002
182,97,372736,3810,0.02904623622695605,0.019826167573531468,300.0,0.367845356464386,-25.96791648864746,237.86655246,0.03816703,0.08581210672855377,0.2713516354560852,0.2,181,0.2838541666666667,0.0002
183,98,374784,3812,0.018682108260691166,0.025473477318882942,300.0,0.3678474426269531,-25.968432426452637,237.17708975000002,0.021695089,0.04889782518148422,0.26371103525161743,0.2,182,0.1875,0.0002
184,98,376832,3811,0.08659749617800117,0.02091777604073286,300.0,0.3678501546382904,-25.968831062316895,235.80703312999998,0.14739895,0.18233777582645416,0.14694535732269287,0.2,183,0.4072265625,0.0002
185,99,378880,3811,0.12135284021496773,0.026222454383969307,300.0,0.36785247921943665,-25.969255447387695,235.80703312999998,0.42319658,0.25526177883148193,-0.0434877872467041,0.2,184,0.4443359375,0.0002
186,99,380928,3813,0.04805476777255535,0.027225797064602375,300.0,0.36785444617271423,-25.969619750976562,235.76110170000007,0.06847506,0.10963553190231323,-0.13166677951812744,0.2,185,0.3408203125,0.0002
187,100,382976,3813,0.05642331577837467,0.02738147135823965,300.0,0.36785778403282166,-25.970062255859375,236.46011881,0.091939345,0.1257622092962265,0.4390060305595398,0.2,186,0.34375,0.0002
188,101,385024,3812,0.06672160141170025,0.02283269166946411,300.0,0.3678604066371918,-25.97055721282959,236.87265374000003,0.14427103,0.14374122023582458,0.10838663578033447,0.2,187,0.361328125,0.0002
189,101,387072,3813,0.09633907303214073,0.028283880092203617,300.0,0.36786356568336487,-25.971043586730957,235.8122412,0.22428444,0.20577120780944824,0.08944666385650635,0.2,188,0.328125,0.0002
190,102,389120,3814,0.10933837434276938,0.023341438733041286,300.0,0.367866188287735,-25.971527099609375,235.79413525,0.30090177,0.228425532579422,0.27225440740585327,0.2,189,0.3837890625,0.0002
191,102,391168,3814,0.11478047212585807,0.02466829214245081,300.0,0.3678675591945648,-25.97186279296875,235.79413525,0.38079864,0.2416527271270752,0.02410733699798584,0.2,190,0.4306640625,0.0002
192,103,393216,3814,0.06913797277957201,0.02891437616199255,300.0,0.36786946654319763,-25.972137451171875,235.13595334,0.11806279,0.15246915817260742,0.2668822407722473,0.2,191,0.36328125,0.0002
193,103,395264,3815,0.1589931584894657,0.03220172040164471,300.0,0.36787110567092896,-25.972429275512695,234.79934076000006,0.34020478,0.33456820249557495,0.17487531900405884,0.2,192,0.43359375,0.0002
194,104,397312,3815,0.06807387410663068,0.023121410980820656,300.0,0.36787256598472595,-25.972688674926758,234.26414257000005,0.09853416,0.14656908810138702,0.10366553068161011,0.2,193,0.3193359375,0.0002
195,104,399360,3815,0.04910841165110469,0.021829471923410892,300.0,0.3678734004497528,-25.972885131835938,235.21517207,0.06415168,0.10950706154108047,0.05721360445022583,0.2,194,0.3095703125,0.0002
196,105,401408,3816,0.05513306776992977,0.024112224578857422,300.0,0.3678739070892334,-25.972996711730957,235.57923935,0.119409695,0.12243479490280151,0.22534561157226562,0.2,195,0.3251953125,0.0002
