time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/loss,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/explained_variance,rollout/ep_rew_mean,train/clip_fraction,train/n_updates,rollout/ep_len_mean,train/learning_rate,train/value_loss,train/clip_range,train/std
329,1086,620,673792,-0.3887181878089905,-0.010149747296236456,-36.005583953857425,0.008722538,0.6060891151428223,230.05125525000003,0.10732421875,1635,300.0,0.0002,0.004450670559890568,0.2,0.4328567087650299
330,1085,622,675840,-0.34817981719970703,-0.005845424183644354,-36.041114234924315,0.011452418,0.6129000186920166,229.18489481000003,0.10654296875,1640,300.0,0.0002,0.006024404824711382,0.2,0.4331161081790924
331,1085,624,677888,-0.37085193395614624,-0.004836367885582149,-36.081583404541014,0.011488691,0.6595777869224548,229.26199941000002,0.14951171875,1645,300.0,0.0002,0.007203544978983701,0.2,0.43340301513671875
332,1085,626,679936,-0.36094439029693604,-0.0062625414924696084,-36.11899280548096,0.011385403,0.6617822647094727,227.58405381999998,0.10283203125,1650,300.0,0.0002,0.006767002609558403,0.2,0.43364518880844116
333,1085,628,681984,-0.36498716473579407,-0.008335749246180057,-36.15295486450195,0.011084991,0.5388321876525879,228.65163535000002,0.10478515625,1655,300.0,0.0002,0.0074564902111887935,0.2,0.4338831603527069
334,1084,630,684032,-0.3720639646053314,-0.009366465383209288,-36.186139297485354,0.007033416,0.6245890259742737,227.22039862000003,0.11689453125,1660,300.0,0.0002,0.0062873643822968,0.2,0.4341288208961487
335,1085,632,686080,-0.372109591960907,-0.006887199846096337,-36.218326568603516,0.00885405,0.5611640214920044,227.22039862000003,0.10556640625,1665,300.0,0.0002,0.008773739845491946,0.2,0.434289813041687
336,1085,633,688128,-0.3674737811088562,-0.004407076933421195,-36.23627490997315,0.012748722,0.5854619741439819,226.76424258999998,0.116015625,1670,300.0,0.0002,0.007300126017071307,0.2,0.4344155192375183
337,1085,635,690176,-0.3668025732040405,-0.005002757022157312,-36.25333671569824,0.010149651,0.45579928159713745,226.67725924000007,0.11640625,1675,300.0,0.0002,0.007375865872018039,0.2,0.43453487753868103
338,1086,637,692224,-0.36045390367507935,-0.005705561250215397,-36.27447948455811,0.011783426,0.47388625144958496,226.74810190999997,0.133203125,1680,300.0,0.0002,0.006894726469181478,0.2,0.4347204566001892
339,1086,639,694272,-0.38470086455345154,-0.009113515820354223,-36.295165824890134,0.01106627,0.47418200969696045,226.65349069,0.09970703125,1685,300.0,0.0002,0.0064879802754148844,0.2,0.43477314710617065
340,1086,640,696320,-0.37024354934692383,-0.007523349043913186,-36.30862579345703,0.011147624,0.5555254220962524,227.89207571,0.08310546875,1690,300.0,0.0002,0.0056036199443042275,0.2,0.4349983036518097
341,1086,642,698368,-0.37661513686180115,-0.007231692271307111,-36.34316158294678,0.008460566,0.6163197755813599,227.89207571,0.09052734375,1695,300.0,0.0002,0.006183709995821118,0.2,0.4352021813392639
342,1088,643,700416,-0.33677130937576294,0.005702674906286929,-36.359676361083984,0.038959064,0.5209784507751465,229.26795550000003,0.18055555555555555,1698,300.0,0.0002,0.011099980730149481,0.2,0.4352325201034546
343,1088,645,702464,-0.3687160611152649,-0.00903916461393237,-36.36802291870117,0.008082053,0.5660535097122192,229.22897169999996,0.11845703125,1703,300.0,0.0002,0.004610644781496376,0.2,0.43534377217292786
344,1088,647,704512,-0.3621077835559845,-0.005729078222066164,-36.3883731842041,0.00824845,0.6217701435089111,229.37862576000003,0.0744140625,1708,300.0,0.0002,0.00959095717407763,0.2,0.4355017840862274
345,1088,649,706560,-0.3733603060245514,-0.009427766920998693,-36.410626602172854,0.012506024,0.6694431304931641,228.74311074999997,0.10595703125,1713,300.0,0.0002,0.008723751665093005,0.2,0.43566933274269104
346,1088,651,708608,-0.3757140040397644,-0.003207091288641095,-36.43190956115723,0.012590373,0.6045581102371216,229.11261143999997,0.1255859375,1718,300.0,0.0002,0.007682488276623189,0.2,0.43578433990478516
347,1087,653,710656,-0.38435113430023193,-0.004004131024703384,-36.45216083526611,0.0071713966,0.568317711353302,229.6377442,0.11083984375,1723,300.0,0.0002,0.006432857178151607,0.2,0.4359716475009918
348,1087,655,712704,-0.3821883499622345,-0.006109365355223417,-36.473563003540036,0.008813659,0.6429823637008667,229.6377442,0.146484375,1728,300.0,0.0002,0.0072142828954383734,0.2,0.4360380470752716
349,1087,657,714752,-0.36310911178588867,-0.00895886637736112,-36.482380104064944,0.009412005,0.5967530608177185,231.69355450999998,0.114453125,1733,300.0,0.0002,0.00916532170958817,0.2,0.4361456036567688
350,1087,658,716800,-0.36941903829574585,-0.009238529205322265,-36.50466403961182,0.012415003,0.5610243082046509,232.55893812000002,0.12060546875,1738,300.0,0.0002,0.007623686036095023,0.2,0.4363155961036682
351,1087,660,718848,-0.3776094913482666,-0.007324923062697053,-36.53119029998779,0.009481251,0.6465439796447754,232.51400047999996,0.0943359375,1743,300.0,0.0002,0.00770967504940927,0.2,0.43655988574028015
352,1088,662,720896,-0.3782898783683777,-0.008088690089061856,-36.55843238830566,0.0141191,0.6124917268753052,232.2087759,0.1171875,1748,300.0,0.0002,0.007060958119109273,0.2,0.4366280138492584
353,1088,664,722944,-0.33870410919189453,0.0005953648069407791,-36.564162492752075,0.017665274,0.5928249359130859,231.51011269,0.1563720703125,1752,300.0,0.0002,0.005077976791653782,0.2,0.43669405579566956
354,1087,666,724992,-0.3761032819747925,-0.004363374202512205,-36.58602657318115,0.010706009,0.46068209409713745,231.70224871,0.11767578125,1757,300.0,0.0002,0.005281982780434191,0.2,0.4369593560695648
355,1087,668,727040,-0.3878195285797119,-0.0060042495839297775,-36.624760437011716,0.0074927034,0.617172360420227,231.70224871,0.0845703125,1762,300.0,0.0002,0.007055087038315833,0.2,0.43720516562461853
356,1086,670,729088,-0.38044583797454834,-0.009595346893183887,-36.65977230072021,0.008477394,0.5220043659210205,230.49452628,0.12607421875,1767,300.0,0.0002,0.005212413822300732,0.2,0.4374924600124359
357,1087,672,731136,-0.3481104373931885,0.005625181417498324,-36.689107259114586,0.03494414,0.5349535942077637,230.41567526,0.16688368055555555,1770,300.0,0.0002,0.00812500710081723,0.2,0.43757864832878113
358,1087,674,733184,-0.3814201056957245,-0.006032268004491925,-36.71304988861084,0.0052773315,0.6469473838806152,230.28179192,0.09990234375,1775,300.0,0.0002,0.006720189563930034,0.2,0.43788281083106995
359,1087,676,735232,-0.3862314224243164,-0.008314580423757434,-36.7625846862793,0.012076155,0.593113899230957,229.18698227999997,0.1216796875,1780,300.0,0.0002,0.007969753746874631,0.2,0.4382619261741638
360,1086,678,737280,-0.37858861684799194,-0.004095317143946886,-36.80748062133789,0.016905801,0.5690662264823914,228.51915089000005,0.16240234375,1785,300.0,0.0002,0.006796349468640983,0.2,0.43848341703414917
361,1086,680,739328,-0.38608187437057495,-0.005215164320543408,-36.8300422668457,0.016126325,0.564844012260437,228.22501390000002,0.1666015625,1790,300.0,0.0002,0.006078909570351243,0.2,0.4386076331138611
362,1086,682,741376,-0.37661102414131165,-0.0014050162397325038,-36.84732303619385,0.0128518045,0.5337206125259399,228.22501390000002,0.1759765625,1795,300.0,0.0002,0.00537475876044482,0.2,0.4387263059616089
363,1086,684,743424,-0.3783216178417206,-0.007024291204288602,-36.866435813903806,0.01187699,0.44603198766708374,227.13015270000002,0.08837890625,1800,300.0,0.0002,0.004929885920137167,0.2,0.4388847351074219
364,1085,686,745472,-0.3816390335559845,-0.005000359239056706,-36.891736602783205,0.011737782,0.5991383194923401,227.1838484,0.15,1805,300.0,0.0002,0.008678476652130484,0.2,0.4390909671783447
365,1085,688,747520,-0.37150222063064575,-0.005584042402915657,-36.92103290557861,0.008046742,0.6469788551330566,226.01263369999998,0.11142578125,1810,300.0,0.0002,0.006858299323357642,0.2,0.4392841160297394
366,1085,690,749568,-0.3859736919403076,-0.006533104972913861,-36.94873886108398,0.010073647,0.5563147068023682,227.01726949000005,0.14287109375,1815,300.0,0.0002,0.00756478679832071,0.2,0.439502090215683
367,1086,692,751616,-0.34618914127349854,0.008052067272365094,-36.97347908020019,0.026408818,0.5468671321868896,226.86088034,0.22578125,1818,300.0,0.0002,0.006309260660782456,0.2,0.4396010637283325
368,1085,694,753664,-0.37583717703819275,-0.001128291222266853,-36.99343719482422,0.014466798,0.5167398452758789,227.16133625999996,0.145703125,1823,300.0,0.0002,0.006436951574869454,0.2,0.43980899453163147
369,1085,696,755712,-0.38965165615081787,-0.007492912118323147,-37.02380809783936,0.009048324,0.5139281749725342,227.16133625999996,0.1056640625,1828,300.0,0.0002,0.006473410059697926,0.2,0.4400361180305481
370,1085,698,757760,-0.37853723764419556,-0.003990982589311898,-37.05644264221191,0.011619905,0.42744725942611694,226.16656133,0.1544921875,1833,300.0,0.0002,0.00880952316801995,0.2,0.4402385950088501
371,1085,700,759808,-0.379457026720047,-0.007960992795415223,-37.0807544708252,0.008999905,0.5851107239723206,226.19585321,0.083984375,1838,300.0,0.0002,0.007306416751816869,0.2,0.4403878450393677
372,1085,702,761856,-0.39205288887023926,-0.0056703432463109495,-37.09811096191406,0.013461351,0.6105596423149109,227.33431827,0.15439453125,1843,300.0,0.0002,0.006559249432757497,0.2,0.4404793381690979
373,1085,703,763904,-0.3754277527332306,-0.007107813120819628,-37.11005859375,0.015122839,0.5903720855712891,228.00001469000003,0.14267578125,1848,300.0,0.0002,0.007439255411736667,0.2,0.4405888617038727
374,1086,704,765952,-0.3279789090156555,0.012972124270163476,-37.12034606933594,0.0139989555,0.6092321872711182,229.35459698999995,0.17822265625,1849,300.0,0.0002,0.006851487094536424,0.2,0.44060972332954407
375,1086,706,768000,-0.3824225068092346,-0.004674529656767845,-37.13456077575684,0.011026545,0.6445157527923584,228.39257304999998,0.12314453125,1854,300.0,0.0002,0.007370999897830188,0.2,0.4408012628555298
376,1086,708,770048,-0.38232216238975525,-0.003420206159353256,-37.16289710998535,0.015623177,0.5222198963165283,228.39257304999998,0.14873046875,1859,300.0,0.0002,0.006763414805755019,0.2,0.4409901797771454
377,1088,709,772096,-0.35930460691452026,0.007647720281966031,-37.177796363830566,0.014711356,0.6205304265022278,229.37294311999997,0.18994140625,1860,300.0,0.0002,0.007033110246993601,0.2,0.44101548194885254
378,1088,711,774144,-0.37537744641304016,-0.005957638821564614,-37.197998237609866,0.009819583,0.5876010656356812,229.10446733000003,0.080859375,1865,300.0,0.0002,0.0038055659155361355,0.2,0.4413188099861145
379,1088,712,776192,-0.37727561593055725,-0.0036382292164489627,-37.23840847015381,0.016030174,0.6702810525894165,229.59473763999998,0.14599609375,1870,300.0,0.0002,0.005341663327999413,0.2,0.4415242671966553
380,1088,714,778240,-0.38504618406295776,-0.006858802400529385,-37.2595121383667,0.013160758,0.6295484304428101,229.96290739,0.1263671875,1875,300.0,0.0002,0.005662845098413527,0.2,0.44166409969329834
381,1088,716,780288,-0.3878351151943207,-0.00956893318798393,-37.28082447052002,0.01102162,0.6479476690292358,231.06364753999998,0.123828125,1880,300.0,0.0002,0.007396883191540837,0.2,0.44182658195495605
382,1088,718,782336,-0.380439817905426,-0.007124346576165408,-37.30674743652344,0.01056081,0.6152268648147583,231.06364753999998,0.14130859375,1885,300.0,0.0002,0.008222723379731178,0.2,0.4420250952243805
383,1088,720,784384,-0.383628785610199,-0.00821545822545886,-37.339321327209475,0.007725449,0.6172120571136475,230.65767641,0.117578125,1890,300.0,0.0002,0.007100105448625982,0.2,0.44227784872055054
384,1089,722,786432,-0.383014440536499,-0.007658684113994241,-37.373654174804685,0.008959261,0.49862349033355713,232.21463554000002,0.10390625,1895,300.0,0.0002,0.006683472683653236,0.2,0.44250550866127014
385,1089,723,788480,-0.39008834958076477,-0.00879813595674932,-37.40683937072754,0.008481419,0.61156165599823,233.79175167000002,0.0974609375,1900,300.0,0.0002,0.005417727888561786,0.2,0.4428039789199829
386,1089,725,790528,-0.3859451413154602,-0.00905528236180544,-37.45665378570557,0.009790292,0.5685230493545532,234.37867854000004,0.1013671875,1905,300.0,0.0002,0.006301093799993396,0.2,0.4431997835636139
387,1089,727,792576,-0.3888847231864929,-0.008653339254669845,-37.51060943603515,0.008928516,0.6032190322875977,233.28266408999997,0.10107421875,1910,300.0,0.0002,0.006849369988776744,0.2,0.4435637593269348
388,1089,729,794624,-0.3899380564689636,-0.010822640522383154,-37.5554895401001,0.013491955,0.6634525656700134,233.72109690000002,0.1103515625,1915,300.0,0.0002,0.007701472076587379,0.2,0.4438280463218689
389,1089,731,796672,-0.3922807276248932,-0.006357568898238242,-37.580661582946775,0.009090625,0.527136504650116,233.72109690000002,0.05673828125,1920,300.0,0.0002,0.007791729643940926,0.2,0.44395262002944946
390,1089,733,798720,-0.3826196789741516,-0.006045727524906397,-37.59901142120361,0.007346621,0.5421943664550781,234.35899247,0.06015625,1925,300.0,0.0002,0.006745655904524028,0.2,0.4441063106060028
391,1089,735,800768,-0.3818317949771881,-0.008241613686550409,-37.61858615875244,0.0086479485,0.5408861637115479,234.69855965,0.0892578125,1930,300.0,0.0002,0.005124893831089139,0.2,0.44421929121017456
392,1089,737,802816,-0.38779640197753906,-0.006507224845699966,-37.6358528137207,0.009201481,0.5798991918563843,234.16747685,0.12265625,1935,300.0,0.0002,0.006599355908110738,0.2,0.44440051913261414
393,1089,738,804864,-0.38551387190818787,9.225851390510797e-05,-37.65943069458008,0.0107283965,0.6068527698516846,233.77247896000006,0.16171875,1940,300.0,0.0002,0.006085701333358884,0.2,0.44453543424606323
394,1089,740,806912,-0.3843296468257904,-0.006332215201109648,-37.679559516906735,0.011356733,0.6279091835021973,234.54463113000006,0.13837890625,1945,300.0,0.0002,0.006503415200859309,0.2,0.4447028934955597
395,1088,743,808960,-0.3950425684452057,-0.0074901429004967214,-37.71054916381836,0.009443343,0.6718577146530151,233.12529255999993,0.1013671875,1950,300.0,0.0002,0.009079866134561599,0.2,0.4449955224990845
396,1087,745,811008,-0.39272040128707886,-0.008974563982337713,-37.756063079833986,0.011682261,0.6100172400474548,233.12529255999993,0.13681640625,1955,300.0,0.0002,0.011182671273127198,0.2,0.44537076354026794
397,1086,748,813056,-0.37876397371292114,-0.0057949850801378485,-37.81246395111084,0.007241655,0.5364432334899902,233.97261757,0.07490234375,1960,300.0,0.0002,0.006899051670916379,0.2,0.44577017426490784
398,1086,750,815104,-0.3852384090423584,-0.004854164540302008,-37.85605049133301,0.008933663,0.5646303296089172,232.13438546,0.07568359375,1965,300.0,0.0002,0.00835940446704626,0.2,0.4459930956363678
399,1085,752,817152,-0.38981470465660095,-0.008049527928233147,-37.883181762695315,0.00925447,0.6244339942932129,230.16217562000003,0.0939453125,1970,300.0,0.0002,0.006480729742906988,0.2,0.44621413946151733
400,1085,754,819200,-0.3860257863998413,-0.0070968584157526495,-37.918039894104005,0.010424493,0.576855480670929,228.37620514999998,0.1181640625,1975,300.0,0.0002,0.006059764185920358,0.2,0.4464702308177948
401,1085,756,821248,-0.39162832498550415,-0.004859716282226145,-37.95208168029785,0.012851675,0.5637349486351013,227.83054307000003,0.1615234375,1980,300.0,0.0002,0.006286635948345065,0.2,0.44669997692108154
402,1085,758,823296,-0.3631403148174286,-0.0037384004681371152,-37.977370738983154,0.020707423,0.5401948690414429,228.74472552,0.1727294921875,1984,300.0,0.0002,0.00932841855683364,0.2,0.4468202292919159
403,1084,760,825344,-0.3981364369392395,-0.009092465892899781,-37.998408508300784,0.011576934,0.5947999954223633,228.74472552,0.10615234375,1989,300.0,0.0002,0.008312193234451115,0.2,0.4470439553260803
404,1084,762,827392,-0.3895922005176544,-0.002859562076628208,-38.03370399475098,0.016507579,0.633364200592041,229.45066565999997,0.1642578125,1994,300.0,0.0002,0.0065591690130531784,0.2,0.4472850561141968
405,1084,765,829440,-0.39731675386428833,-0.007341477437876165,-38.064237403869626,0.012855517,0.5541048049926758,230.37598678999998,0.13134765625,1999,300.0,0.0002,0.006712068687193096,0.2,0.4474949538707733
406,1083,767,831488,-0.393589049577713,-0.008979873335920274,-38.095068740844724,0.010046347,0.653738260269165,229.95344589,0.09501953125,2004,300.0,0.0002,0.007523693633265794,0.2,0.4477323591709137
407,1083,769,833536,-0.3918847143650055,-0.00526634668931365,-38.122976303100586,0.012113903,0.6719462871551514,229.56890172000004,0.114453125,2009,300.0,0.0002,0.007889411924406887,0.2,0.4478762149810791
408,1082,771,835584,-0.37923628091812134,-0.004008023475762457,-38.14520664215088,0.01731881,0.6904641389846802,228.03917168000004,0.17001953125,2014,300.0,0.0002,0.007512108120135963,0.2,0.4480963945388794
409,1082,774,837632,-0.39367711544036865,-0.0055336834164336325,-38.17967357635498,0.0075449557,0.5480870604515076,228.60119603999996,0.0865234375,2019,300.0,0.0002,0.006598852667957544,0.2,0.4483783543109894
410,1081,776,839680,-0.3964911103248596,-0.005132651142776013,-38.21650714874268,0.007985569,0.6070026159286499,228.60119603999996,0.15009765625,2024,300.0,0.0002,0.008325962745584548,0.2,0.4486164152622223
411,1081,778,841728,-0.3964296579360962,-0.008401348511688412,-38.25320301055908,0.009557966,0.6458879709243774,228.03340362,0.08828125,2029,300.0,0.0002,0.007127494271844626,0.2,0.4489636719226837
412,1080,780,843776,-0.39717039465904236,-0.007873006165027618,-38.30034236907959,0.005955288,0.6239649057388306,227.04126304,0.1330078125,2034,300.0,0.0002,0.0059620297979563475,0.2,0.4492575228214264
413,1080,783,845824,-0.40116047859191895,-0.008032383676618338,-38.33090229034424,0.008452225,0.5927586555480957,228.76299634000003,0.08583984375,2039,300.0,0.0002,0.005708308983594179,0.2,0.44939979910850525
414,1079,785,847872,-0.3957503139972687,-0.009936768701300025,-38.351159286499026,0.009154553,0.5974706411361694,230.30609830999998,0.10595703125,2044,300.0,0.0002,0.0049448618432506915,0.2,0.44958412647247314
415,1079,787,849920,-0.40653178095817566,-0.0076066530775278805,-38.379875564575194,0.007746341,0.6829259395599365,230.93717624999994,0.05556640625,2049,300.0,0.0002,0.00546495383605361,0.2,0.4498187005519867
416,1079,789,851968,-0.40376654267311096,-0.009968796558678151,-38.42423725128174,0.008766352,0.6708579063415527,230.93717624999994,0.0861328125,2054,300.0,0.0002,0.009292639093473554,0.2,0.4502323567867279
417,1079,791,854016,-0.39478856325149536,-0.008030459727160632,-38.47122631072998,0.007815653,0.6304190158843994,229.12303483,0.1111328125,2059,300.0,0.0002,0.007974838861264289,0.2,0.45041269063949585
418,1078,793,856064,-0.3967303931713104,-0.00567449900554493,-38.49082984924316,0.008881971,0.5687962770462036,228.50220017999993,0.056640625,2064,300.0,0.0002,0.007334708655253053,0.2,0.4505622088909149
419,1078,795,858112,-0.4030711054801941,-0.008839439367875457,-38.50474967956543,0.01021694,0.5587767362594604,228.38293400999999,0.172265625,2069,300.0,0.0002,0.007368612196296453,0.2,0.45054447650909424
420,1078,797,860160,-0.39499354362487793,-0.006675708806142211,-38.50842571258545,0.006725872,0.598392128944397,228.13398059,0.088671875,2074,300.0,0.0002,0.008349790307693183,0.2,0.45071008801460266
421,1078,799,862208,-0.40091148018836975,-0.007881629397161305,-38.537577629089355,0.015471747,0.5717000961303711,226.71763946,0.14052734375,2079,300.0,0.0002,0.009329090360552073,0.2,0.4508736729621887
422,1078,801,864256,-0.39146414399147034,-0.007142671383917332,-38.55411148071289,0.0096253315,0.5708247423171997,228.15483178000005,0.1005859375,2084,300.0,0.0002,0.007214179635047913,0.2,0.4509962201118469
423,1078,803,866304,-0.3962315320968628,-0.00849879237357527,-38.570381546020506,0.017359586,0.6258981823921204,228.15483178000005,0.14833984375,2089,300.0,0.0002,0.00571400101762265,0.2,0.4510869085788727
424,1078,805,868352,-0.3912982642650604,-0.0028223189525306224,-38.57995548248291,0.009154954,0.5755826830863953,227.69194764,0.15,2094,300.0,0.0002,0.005666392529383302,0.2,0.45115959644317627
425,1078,807,870400,-0.40428853034973145,-0.010439705057069659,-38.59191627502442,0.0085586235,0.4646046757698059,228.57550885999999,0.11044921875,2099,300.0,0.0002,0.0038063712418079376,0.2,0.4512745440006256
426,1077,809,872448,-0.40309399366378784,-0.006792043684981763,-38.61444511413574,0.008589383,0.6007876396179199,228.15376313999997,0.0970703125,2104,300.0,0.0002,0.006795474560931325,0.2,0.45152586698532104
427,1077,811,874496,-0.40513870120048523,-0.005649778805673122,-38.65696830749512,0.013146071,0.6266393661499023,228.12640521,0.12978515625,2109,300.0,0.0002,0.006750981626100838,0.2,0.45185330510139465
428,1077,813,876544,-0.4009598195552826,-0.004532897868193686,-38.6992265701294,0.0069805235,0.682940661907196,227.05251127,0.081640625,2114,300.0,0.0002,0.009277961729094387,0.2,0.45213639736175537
429,1076,816,878592,-0.3981098532676697,-0.008036329410970211,-38.73372688293457,0.009157779,0.633893609046936,226.71856753000003,0.06845703125,2119,300.0,0.0002,0.009474619803950191,0.2,0.4523482024669647
430,1077,817,880640,-0.387352854013443,-0.0024148127064108848,-38.7571782430013,0.025377212,0.4929478168487549,226.71856753000003,0.179296875,2123,300.0,0.0002,0.006716556971271833,0.2,0.4524786174297333
431,1077,819,882688,-0.4030197262763977,-0.00543116859626025,-38.78031883239746,0.005984752,0.6111231446266174,226.53264811999998,0.0560546875,2128,300.0,0.0002,0.005469816690310836,0.2,0.45270052552223206
432,1077,821,884736,-0.40498101711273193,-0.009900518599897623,-38.81384048461914,0.009863393,0.4043996334075928,226.97627496999996,0.1275390625,2133,300.0,0.0002,0.004751375259365887,0.2,0.4529564678668976
433,1077,823,886784,-0.39635786414146423,-0.0025736618787050246,-38.84620399475098,0.0084092915,0.6993190050125122,226.88876369999997,0.10322265625,2138,300.0,0.0002,0.006337928166612983,0.2,0.45315852761268616
434,1077,825,888832,-0.4051213264465332,-0.006881805567536503,-38.87434635162354,0.00898936,0.720352292060852,224.8962408,0.09326171875,2143,300.0,0.0002,0.006188726588152349,0.2,0.4534100890159607
435,1077,826,890880,-0.40601375699043274,-0.010913700563833117,-38.907484436035155,0.008749427,0.5892183184623718,225.34055228999998,0.11865234375,2148,300.0,0.0002,0.005817732657305896,0.2,0.4536207318305969
436,1077,828,892928,-0.40553170442581177,-0.008355197170749307,-38.9381290435791,0.012297078,0.6264603734016418,225.32300462999999,0.10361328125,2153,300.0,0.0002,0.0045411012601107355,0.2,0.4539063274860382
437,1077,830,894976,-0.3869951665401459,-0.00680971397086978,-38.975408744812015,0.012571139,0.5154924392700195,225.32300462999999,0.1205078125,2158,300.0,0.0002,0.005207652668468654,0.2,0.45411762595176697
438,1077,832,897024,-0.39405015110969543,-0.006194254453293979,-39.00637798309326,0.0074331714,0.5843285322189331,226.01040236,0.0765625,2163,300.0,0.0002,0.005106432409957051,0.2,0.4544052481651306
439,1077,834,899072,-0.40785473585128784,-0.005416764342226088,-39.04956321716308,0.010764964,0.5645859837532043,227.59973422000002,0.10576171875,2168,300.0,0.0002,0.006542210886254907,0.2,0.45472660660743713
440,1077,836,901120,-0.4086134731769562,-0.009163097094278783,-39.08870964050293,0.008195988,0.6649850606918335,227.83775089000002,0.09765625,2173,300.0,0.0002,0.006829351047053933,0.2,0.4549718201160431
441,1077,838,903168,-0.4040054976940155,-0.00645680536981672,-39.11592407226563,0.011608813,0.6387149691581726,228.27269932000002,0.0705078125,2178,300.0,0.0002,0.007267022761516273,0.2,0.4551578760147095
442,1077,839,905216,-0.4032679796218872,-0.00461515060160309,-39.13987350463867,0.011263812,0.5752291679382324,227.56388975,0.11806640625,2183,300.0,0.0002,0.007511160615831613,0.2,0.4553239643573761
443,1077,841,907264,-0.4007861614227295,-0.00532113634981215,-39.15948543548584,0.0068290383,0.5295974612236023,229.22472961999995,0.15263671875,2188,300.0,0.0002,0.004331920738331973,0.2,0.4554734528064728
444,1077,843,909312,-0.39578768610954285,-0.00668816571123898,-39.18508377075195,0.00978133,0.6237630844116211,229.22472961999995,0.16337890625,2193,300.0,0.0002,0.006453755707480013,0.2,0.45568448305130005
445,1078,845,911360,-0.4053221642971039,-0.005968215619213879,-39.21302108764648,0.007358966,0.6023821830749512,230.15104657000003,0.09287109375,2198,300.0,0.0002,0.0064374332316219805,0.2,0.45589885115623474
446,1078,847,913408,-0.40744638442993164,-0.002312747365795076,-39.24955177307129,0.013814074,0.5902156829833984,230.05234263,0.1208984375,2203,300.0,0.0002,0.006890785507857799,0.2,0.4562074542045593
447,1078,849,915456,-0.39661598205566406,-0.000913126626983285,-39.28880920410156,0.008843807,0.6472268104553223,229.81355113,0.1541015625,2208,300.0,0.0002,0.00632897736504674,0.2,0.45647209882736206
448,1077,851,917504,-0.40934136509895325,-0.004019426298327744,-39.32287406921387,0.013575608,0.6598130464553833,230.88994420000003,0.1171875,2213,300.0,0.0002,0.005239606252871454,0.2,0.456683486700058
449,1077,853,919552,-0.39347583055496216,-0.0032950503053143622,-39.347885322570804,0.012189697,0.6769345998764038,231.48383092,0.163671875,2218,300.0,0.0002,0.007365918601863086,0.2,0.45685291290283203
450,1078,854,921600,-0.4072172939777374,-0.009265372157096862,-39.375572204589844,0.008594222,0.5678619146347046,232.23645133999995,0.101953125,2223,300.0,0.0002,0.006727043003775179,0.2,0.45712026953697205
451,1078,856,923648,-0.4005541503429413,-0.006892022117972374,-39.41270217895508,0.007939307,0.6315903663635254,232.23645133999995,0.118359375,2228,300.0,0.0002,0.005168489483185113,0.2,0.457366019487381
452,1078,858,925696,-0.4042888283729553,-0.011115092365071178,-39.444678497314456,0.011715895,0.5879812240600586,232.64345706,0.1056640625,2233,300.0,0.0002,0.004511011671274901,0.2,0.4576224982738495
453,1078,859,927744,-0.4094744920730591,-0.006200786284171045,-39.483292770385745,0.0077764224,0.6322242021560669,230.28108377999996,0.08935546875,2238,300.0,0.0002,0.007758381078019738,0.2,0.4579354524612427
454,1079,861,929792,-0.4126666188240051,-0.010642938851378857,-39.51943416595459,0.010861678,0.6656858921051025,228.99580837999997,0.10361328125,2243,300.0,0.0002,0.006157343159429729,0.2,0.4581071138381958
455,1079,863,931840,-0.4116748571395874,-0.008893545903265476,-39.54307899475098,0.0063252896,0.6140755414962769,229.03247976000003,0.08662109375,2248,300.0,0.0002,0.006261812639422715,0.2,0.45836302638053894
456,1079,865,933888,-0.40569496154785156,-0.007781751500442624,-39.58223934173584,0.008886769,0.6537939310073853,228.39289501000002,0.09267578125,2253,300.0,0.0002,0.006072875251993537,0.2,0.4586723744869232
457,1079,867,935936,-0.4105282723903656,-0.0038569618482142687,-39.620908164978026,0.0093172565,0.5894441604614258,228.39289501000002,0.149609375,2258,300.0,0.0002,0.005030296370387077,0.2,0.4589257836341858
458,1079,868,937984,-0.4065251052379608,-0.003394731879234314,-39.655933952331544,0.007525812,0.44867032766342163,227.58298723000004,0.11689453125,2263,300.0,0.0002,0.005873142019845545,0.2,0.4592067301273346
459,1079,870,940032,-0.40848508477211,-0.0077180358115583655,-39.692244148254396,0.011607393,0.5964245200157166,228.41638933000002,0.10048828125,2268,300.0,0.0002,0.007009103870950639,0.2,0.45946577191352844
460,1079,872,942080,-0.40782344341278076,-0.006848708959296346,-39.719221115112305,0.007225712,0.5656419992446899,228.23961348,0.12724609375,2273,300.0,0.0002,0.008956160489469766,0.2,0.45959824323654175
461,1079,874,944128,-0.4092286229133606,-0.007545650121755898,-39.73428859710693,0.011109063,0.5928031206130981,228.87013442999995,0.1376953125,2278,300.0,0.0002,0.005459184688515961,0.2,0.45971599221229553
462,1079,876,946176,-0.3963804244995117,-0.010179949225857854,-39.755988121032715,0.0141937435,0.5604710578918457,228.14901129,0.1470703125,2283,300.0,0.0002,0.004627113789319992,0.2,0.459915429353714
463,1079,878,948224,-0.41184860467910767,-0.0049499226035550235,-39.779377937316895,0.010478163,0.5347615480422974,227.97857488000002,0.092578125,2288,300.0,0.0002,0.0054715572157874705,0.2,0.4600462019443512
